"","x_name","essential","degree","eigenvector_centrality","betweenness_centrality","closeness_centrality","predicted_lethality","acc"
"1","Q0010","0",8,4.62777359153715e-07,2.48967108847411e-05,0.218807644064045,"0",TRUE
"4","YOL103W","0",4,1.10259159401376e-06,1.86920244114997e-05,0.249663242970197,"0",TRUE
"11","Q0045","0",63,0.000239407020044283,0.000501438327689924,0.296728036822093,"0",TRUE
"13","Q0092","0",14,8.25546937724089e-05,0.00188931260977488,0.26188899191946,"0",TRUE
"15","Q0160","0",20,0.000119733410022267,0.000288497102050643,0.304763372899645,"0",TRUE
"16","YOR151C","1",138,0.0082620235649234,0.00244508606076861,0.345247104022353,"1",TRUE
"18","Q0297","0",7,4.05084525812454e-07,0,0.20899992952287,"0",TRUE
"23","YGR253C","1",64,0.00222838145957324,0.000294378561119181,0.310849056603774,"1",TRUE
"24","YDL114W","0",14,1.2193358937851e-05,0.00131231201360166,0.262561423701802,"0",TRUE
"27","YER148W","1",159,0.00279517143998644,0.00442550555433688,0.348185980979218,"0",FALSE
"29","YBL091C","0",12,0.000888301880392344,0.000401956630839051,0.293468579910935,"0",TRUE
"30","Q0032","0",8,4.05104028938439e-07,0.000105107273098052,0.209007294640025,"0",TRUE
"33","YPL069C","0",27,1.55421342011911e-05,0.000393558544085443,0.28748000581649,"0",TRUE
"34","YDL064W","1",102,0.00095233572275108,0.0018127219374804,0.334819916450265,"1",TRUE
"35","YML063W","0",297,0.0681192115061178,0.00153489225037068,0.361271852348176,"1",FALSE
"37","YKL211C","0",96,0.000484152573933976,0.00519723720377197,0.336243551221725,"1",FALSE
"42","YIL099W","0",16,5.55565739823291e-06,0.000321884021533115,0.274354704412989,"0",TRUE
"44","YNR064C","0",2,4.12462843870256e-09,0,0.179542289762063,"0",TRUE
"45","YLL052C","0",4,9.36352523188769e-07,3.13511672864828e-05,0.235067971939281,"0",TRUE
"47","YML120C","0",52,9.72506743630022e-05,0.000548628127815834,0.299062121823316,"0",TRUE
"48","YOR187W","0",151,0.0254114476495777,0.00201976083370941,0.344785490059295,"0",TRUE
"49","YDL202W","0",163,0.0341523538661227,0.00108195995727529,0.331915608036264,"1",FALSE
"53","YPL172C","0",34,0.000122862722734905,0.000250715375233051,0.295958083832335,"0",TRUE
"55","YGR033C","0",39,0.00014545277915263,1.88759039780291e-05,0.291765053128689,"0",TRUE
"57","YKL155C","0",52,0.00501968155413814,0.000941903661954914,0.31047479453489,"1",FALSE
"58","Q0055","0",9,5.90723143745856e-05,5.34514521564003e-06,0.260955649419219,"0",TRUE
"62","YDR375C","0",40,0.000218773614733945,0.00019124456303636,0.307321622882015,"0",TRUE
"67","YGL143C","0",20,0.00261138365496958,4.9940978029926e-05,0.301203595551267,"0",TRUE
"70","YBR118W","0",129,0.0277397219096624,0.00084603267337885,0.35040765685927,"0",TRUE
"72","YMR293C","0",15,7.74368900966226e-05,0.000210891724042091,0.265880665262025,"0",TRUE
"74","YDR119W-A","0",24,5.78100682463172e-05,1.08361755670913e-06,0.270896135927651,"0",TRUE
"83","YDL107W","0",7,6.63844059230186e-05,1.3034192243583e-05,0.276194467728416,"0",TRUE
"84","YDR256C","0",66,0.000202611362857042,0.00169327764929593,0.327824452796816,"0",TRUE
"86","YBR120C","0",12,0.000117499355265588,0.000291729468474472,0.280531643174723,"0",TRUE
"88","YEL039C","0",49,0.00048183667714238,0.000963345508102316,0.316100836753184,"0",TRUE
"94","YLR333C","0",202,0.0521008323344352,0.00100498353324622,0.335634655650501,"0",TRUE
"95","YHL038C","0",10,5.83620070540557e-05,4.05876433951325e-05,0.257444222588766,"0",TRUE
"98","YDL004W","1",80,0.00169691997573353,0.000654115472445534,0.321620302586628,"1",TRUE
"99","YPL252C","1",49,0.000291635555297556,0.000643337859631862,0.301096558026196,"0",FALSE
"101","YJR047C","0",102,0.0233752953707726,0.00133659882291033,0.323762214094656,"0",TRUE
"103","YBL045C","0",90,0.000392986105171795,0.000954789927412524,0.312865959803766,"1",FALSE
"104","YDR007W","0",51,0.000147849680979428,0.00101856078587712,0.330823293172691,"0",TRUE
"105","YCL017C","1",45,0.000379213448183004,0.000749537585347778,0.309939381270903,"0",FALSE
"110","YMR176W","0",31,0.000324874723186984,0.000367451824094981,0.31890525862996,"0",TRUE
"111","YPL078C","0",83,0.00027107427301684,0.000649608969909937,0.311371272574548,"0",TRUE
"112","YLR395C","0",55,0.00025502832193116,0.000235208145388096,0.297890507282772,"0",TRUE
"115","YBR255C-A","0",11,4.68405006426086e-06,0.000205735089940162,0.252554931016863,"0",TRUE
"116","Q0060","0",20,4.48492077676281e-05,1.66361894387336e-05,0.277279102384292,"0",TRUE
"117","YGR088W","0",125,0.000234173894258682,0.00651612408928591,0.344525123438861,"1",FALSE
"120","YGL187C","0",86,0.000405592288103362,0.00128832381029044,0.313328754820646,"0",TRUE
"122","YGR171C","0",38,0.000403950810403077,0.000199752410099889,0.299394245330641,"0",TRUE
"123","YLR188W","0",1,5.57608698599234e-06,0,0.239230396902227,"0",TRUE
"124","YEL047C","0",14,1.18209820657165e-05,5.64357560778011e-05,0.267318700139721,"0",TRUE
"126","YML030W","0",21,0.000284691385283465,0.000506262483621049,0.301847422260675,"0",TRUE
"128","YDR350C","0",17,5.84941351263046e-05,0.000135350843460791,0.263857994483495,"0",TRUE
"131","YKL087C","0",14,7.27594988073286e-05,4.40904231410715e-05,0.286507898169171,"0",TRUE
"135","YKL141W","1",62,0.000204007384834022,0.000275211839555913,0.30056250950185,"0",FALSE
"140","YOR158W","0",78,0.00771001975802519,0.000128033770276204,0.305218196788802,"0",TRUE
"142","YDR197W","0",19,9.97360286368486e-05,0.000151523161341292,0.278372289495917,"0",TRUE
"144","YJL131C","0",7,4.9731241500674e-05,6.71999791339721e-05,0.260657466819021,"0",TRUE
"146","YMR203W","1",101,0.00285019096407454,0.00202872715949344,0.343408025013028,"1",TRUE
"148","YMR038C","0",18,4.59372094633281e-05,6.34789689466462e-05,0.282119583313514,"0",TRUE
"149","YFR032C-A","0",239,0.0557266287608826,0.00113125992200503,0.344205211537345,"1",FALSE
"150","YBR039W","0",85,0.0013413570446769,0.00118065402775089,0.334536634891985,"1",FALSE
"151","YBL057C","0",4,0.000294577912582386,7.72343800050163e-05,0.272014309301046,"0",TRUE
"152","YGL236C","1",13,0.00020847865791518,0.000167521052362138,0.29903196531209,"0",FALSE
"157","YNL055C","0",57,0.000199853261358921,0.00136734221799394,0.328241739996679,"0",TRUE
"161","YIR024C","0",14,5.44550727139889e-05,0.000430338773775889,0.276451943693484,"0",TRUE
"162","YGR027C","0",240,0.0596335394409521,0.000133133672494759,0.337775499743721,"0",TRUE
"163","YGR267C","1",25,7.46158982490499e-05,0.000644668073811253,0.295987623515321,"0",FALSE
"164","YIL022W","1",54,0.000456320760855784,0.000190541552582687,0.314108674928503,"1",TRUE
"166","YOL122C","0",22,1.80471426962369e-05,0.000682720380966641,0.29481061735759,"0",TRUE
"169","YIR021W","0",11,0.00011523396771787,0.000116384578578749,0.277499649089973,"0",TRUE
"172","Q0120","0",58,0.000192458907579251,0.00200406990558067,0.296164985518826,"0",TRUE
"174","YLR142W","0",32,0.000152334954941823,0.000606546229425123,0.303842213114754,"0",TRUE
"176","YER141W","0",40,0.000108540209142154,0.000262426772269497,0.29365747388226,"0",TRUE
"178","YOR142W","0",77,0.000798781168604684,0.000731004394124692,0.320386776145203,"1",FALSE
"180","YFR033C","0",78,0.00142417733373635,0.000683154060774917,0.314491754599926,"1",FALSE
"182","YAL015C","0",26,0.000409397554608032,0.000711271845180611,0.31081647626035,"0",TRUE
"184","YLL009C","0",60,0.000482214484117335,0.00146554163178241,0.314508431434935,"0",TRUE
"186","YBR179C","0",42,9.98159070825867e-05,0.000885486177944692,0.315915627996165,"0",TRUE
"187","YDR079W","0",10,0.000285322796982078,0.000250092128768191,0.297785811116132,"0",TRUE
"188","YLL018C-A","0",50,0.000242158238905539,0.000625816539378043,0.299651391906229,"0",TRUE
"189","Q0075","0",14,6.53842906206233e-05,2.28705437820122e-05,0.254363768923961,"0",TRUE
"190","YCR005C","0",61,0.000113088029543124,0.000356900278838434,0.309777499216547,"0",TRUE
"191","YML054C","0",78,0.000217071900966144,0.0024277950432128,0.323039215686275,"0",TRUE
"196","YNL213C","0",12,3.88968794266317e-06,0.000213345004162556,0.257735094733183,"0",TRUE
"197","YMR256C","0",35,6.87198113788142e-05,1.2787297646994e-05,0.278581493658995,"0",TRUE
"198","YNR037C","0",229,0.0480842830127204,0.000663462209752113,0.341982355993773,"1",FALSE
"203","YLR163C","1",85,0.000584029200848019,0.000972968484009666,0.324311023622047,"0",FALSE
"205","YDL174C","0",37,8.28470167174476e-05,0.000329261768908519,0.296579657965797,"0",TRUE
"206","YMR118C","0",29,5.52297008085816e-05,0.000111432177307523,0.286328087283963,"0",TRUE
"208","YGR240C","0",57,0.000137969612250224,0.000502800859197167,0.320577266093725,"0",TRUE
"209","YLR049C","0",2,8.10822931215616e-07,2.40605702841099e-05,0.199240795485085,"0",TRUE
"210","YBR295W","0",21,0.000331925866462207,0.000259042066214874,0.286341910877227,"0",TRUE
"211","YIL155C","0",54,4.7420562987519e-05,0.00173060885394643,0.315545860821451,"0",TRUE
"212","YJL045W","0",48,0.000255420502562712,0.000281570536207266,0.302201161724243,"0",TRUE
"213","YBR251W","0",255,0.0496222728026764,0.00217362531491479,0.353077747350875,"0",TRUE
"216","YMR302C","0",6,3.37129586170649e-05,1.98036375177779e-05,0.268286063237888,"0",TRUE
"219","YPL188W","0",11,3.41874741743943e-06,3.34880641820452e-06,0.270229633679606,"0",TRUE
"223","YLR034C","0",20,1.29508392373985e-05,0.000217366832279571,0.271789936761067,"0",TRUE
"226","YLR454W","1",5,0.000116638236871557,0.00034393924686039,0.27011886869791,"0",FALSE
"229","YPR010C","1",251,0.0384223593320659,0.00242075922840175,0.354026144571122,"0",FALSE
"230","YKL109W","0",14,1.14609527874483e-05,0.000134281871301464,0.289939382088385,"0",TRUE
"232","YNR036C","0",204,0.041884754691624,0.0021573839568634,0.335501753592035,"0",TRUE
"235","YDR263C","0",60,0.000104791809644754,0.000280984041458617,0.302170368860811,"0",TRUE
"237","YBR085W","0",11,0.000189500220402344,0.000153700970397389,0.292657653212277,"0",TRUE
"240","YGL040C","1",22,0.000288658889980571,0.000567463999136976,0.302463154673874,"0",FALSE
"241","YHR001W-A","0",47,8.57074031673621e-05,2.51518663347705e-05,0.28380706287683,"0",TRUE
"243","YMR080C","0",66,0.00508521601414111,0.00075095671536733,0.329793149466192,"1",FALSE
"244","YML129C","0",12,6.39285158956193e-05,9.7979894826452e-05,0.279079616036138,"0",TRUE
"245","YER015W","0",37,7.11779248106288e-06,0.000448899529310091,0.29380294248774,"0",TRUE
"247","YNL178W","1",379,0.0756883109372174,0.00389767031828931,0.370502248875562,"1",TRUE
"248","YPL029W","0",28,0.00178356172650726,0.000373933357259998,0.290123758743824,"0",TRUE
"249","YLR038C","0",78,0.000275139444377883,0.000430905981883323,0.303205357599305,"0",TRUE
"251","YGR222W","0",19,0.000115627016001505,8.2118837067317e-05,0.261565600882029,"0",TRUE
"256","YML125C","1",1,1.18130087673924e-06,0,0.233595903899173,"0",FALSE
"259","YNL071W","0",62,0.00104850247222402,0.000894269538260602,0.317539351108256,"1",FALSE
"260","YMR228W","0",4,5.4654830951202e-05,4.16754859000902e-05,0.272389087903004,"0",TRUE
"262","YPL132W","0",52,0.000846944446778747,0.000793312680949979,0.316860775723902,"1",FALSE
"264","Q0070","0",27,0.000100929775829475,6.39604532123154e-05,0.280173839104351,"0",TRUE
"265","YGR193C","0",22,2.96788637157546e-05,4.09413511536e-05,0.280677677346079,"0",TRUE
"268","YMR244C-A","0",20,4.62406326169669e-05,3.50083948844989e-05,0.271416803953872,"0",TRUE
"269","YJL052W","0",45,0.000508527052546661,0.000554352065296363,0.339282649733997,"0",TRUE
"271","YMR110C","0",60,5.71848935559994e-05,0.00232331468270888,0.313229469236863,"0",TRUE
"272","YLR348C","0",8,2.7892879999953e-05,1.82777077454386e-05,0.270365136527328,"0",TRUE
"276","YNL259C","0",26,1.88711634462976e-05,0.000862663291862827,0.293178447849728,"0",TRUE
"278","YPL189C-A","0",8,4.14436074712489e-06,1.98799427602697e-06,0.252468925591691,"0",TRUE
"279","YKL208W","0",9,3.13365609064169e-06,1.6221625402501e-06,0.232798210150332,"0",TRUE
"281","YLR203C","0",24,0.000201229279855394,0.000129862929615088,0.284133371658523,"0",TRUE
"282","YMR234W","0",16,5.48251771623725e-05,0.000116737156009663,0.283035075161059,"0",TRUE
"284","YGR208W","0",40,0.000222036606195236,0.000639938583187304,0.317777539648521,"0",TRUE
"285","YDR194C","0",71,0.010492088104547,0.00135656334802817,0.317964938615772,"0",TRUE
"287","YDR405W","0",97,0.0105437116051643,0.000278917433628777,0.326812871941812,"0",TRUE
"288","YLR393W","0",16,7.61909806865561e-05,0.000250842691459646,0.271491348530623,"0",TRUE
"290","YGL064C","0",25,0.00138733187638393,0.00022707161060976,0.31002038576133,"0",TRUE
"293","YLR384C","0",42,0.00346828059265527,0.000220975134864342,0.316522574447646,"0",TRUE
"295","YDR296W","0",83,0.0078386803809189,0.00112007593207009,0.309486537257358,"0",TRUE
"296","YDL044C","0",10,1.63196866508838e-05,0.000341358606303861,0.248658393426128,"0",TRUE
"297","YGR082W","1",82,0.00133169543898288,0.00160996728834128,0.343348384855853,"1",TRUE
"298","YLL041C","0",97,0.000286232467397212,0.00109253968422433,0.317624377443367,"0",TRUE
"299","YPL215W","0",30,0.000215461619053526,0.000118539931888519,0.295825228190932,"0",TRUE
"301","YPL005W","0",15,5.89877396902266e-05,0.000161526891412799,0.266621712744437,"0",TRUE
"303","YIL070C","0",27,0.0013289457871744,0.00108833552501748,0.306495788331352,"0",TRUE
"305","YCR053W","0",41,0.000218057003354343,0.000613634036690833,0.310539818838683,"0",TRUE
"307","Q0130","0",98,0.00134017085694145,0.00257975425836194,0.3295,"1",FALSE
"309","YOR358W","0",14,5.58092185684372e-06,0.000173065492182214,0.286687935034803,"0",TRUE
"310","YJR115W","0",2,0.000306868928931188,0,0.263097192033004,"0",TRUE
"311","YMR145C","0",46,8.02015807836317e-05,0.000167264812485363,0.292888888888889,"0",TRUE
"312","YBR024W","1",22,4.10014299682683e-05,9.3294259010445e-05,0.283970123527722,"0",FALSE
"315","YBL072C","0",309,0.0722726279609827,0.000330414489815219,0.344185236768802,"0",TRUE
"317","YDR455C","0",6,1.12375281184732e-07,0.000489574765774206,0.221405106764223,"0",TRUE
"318","YFL036W","0",26,0.00116614759405802,0.00149309590191406,0.299394245330641,"0",TRUE
"320","YPR080W","0",168,0.0317605625737362,0.00335616145939236,0.364177821441729,"0",TRUE
"322","YDR298C","0",82,0.00245355598441482,0.00083966135047203,0.323409128087682,"1",FALSE
"323","YPL262W","0",93,0.000270611469333062,0.00148374940977436,0.329207371225577,"0",TRUE
"324","YMR097C","0",11,0.000858112880396555,4.8641919835945e-05,0.281998858881704,"0",TRUE
"326","YKL067W","0",80,0.00750406183573662,0.00242488742727974,0.342971144393685,"1",FALSE
"327","YGR112W","0",34,0.000124676270542853,0.000260245132217221,0.295884260414068,"0",TRUE
"328","YJR045C","1",109,0.0010713006068654,0.00226141666232709,0.33679727427598,"1",TRUE
"329","YDL085W","0",58,8.09797188885143e-05,0.000934418885726128,0.300882711038961,"0",TRUE
"330","YML009C","0",148,0.0257680132640314,0.000985353203732284,0.332138657109257,"0",TRUE
"331","Q0255","0",9,9.1230419461685e-05,0.000121179084899522,0.26896739376899,"0",TRUE
"333","YNL052W","0",59,0.000233284431238099,0.000119692710330351,0.300440707157692,"0",TRUE
"335","YHR024C","1",46,0.00129623446768535,0.000562074107388993,0.314075407752595,"0",FALSE
"342","YNR020C","0",32,0.000110207075187736,0.000815264963319694,0.283413771682515,"0",TRUE
"344","YGR183C","0",81,0.00046512389867023,0.00222929599936408,0.314291770441418,"0",TRUE
"346","YOL102C","1",6,5.12234211963063e-06,3.81024061364045e-05,0.237183076061745,"0",FALSE
"351","YOR181W","1",71,6.40247871152221e-05,0.000780656021530199,0.314792208481503,"0",FALSE
"354","YGR029W","1",58,0.00015198858269229,0.00135537966927624,0.304732055695422,"0",FALSE
"356","YPR042C","0",19,0.000386102425404048,0.000133451919159656,0.295825228190932,"0",TRUE
"365","YLR259C","1",100,0.00157537281904145,0.00302505153767723,0.354385755258126,"1",TRUE
"366","Q0115","0",30,0.000104409805999483,0.000154862141778717,0.278293918918919,"0",TRUE
"367","YDR004W","0",74,6.98919499223112e-05,0.00041830499625171,0.306116129032258,"0",TRUE
"368","YDR381W","1",99,0.0027738764318498,0.00164435624427076,0.32851445663011,"1",TRUE
"372","YPL245W","0",9,2.07025013456089e-05,0.000180593016412425,0.262957215694968,"0",TRUE
"375","YGL122C","1",43,0.00115991720292895,0.000117664282289784,0.308697236246292,"1",TRUE
"379","YML004C","0",20,4.37166045513979e-05,0.000274001165632542,0.300151821862348,"0",TRUE
"380","YDR419W","0",47,0.000329913992956071,0.000171979104687326,0.312042931551534,"0",TRUE
"381","YJR070C","0",84,0.0140838707761835,0.000742214204206711,0.325021920210434,"0",TRUE
"383","YFR031C-A","0",300,0.0690446291506115,0.000872585226041386,0.356408869659275,"0",TRUE
"384","YMR288W","1",99,0.00125069389013368,0.000759005389223712,0.327842573655409,"1",TRUE
"385","YER095W","0",174,0.000251093712196021,0.00355805221579965,0.340862068965517,"1",FALSE
"391","YPL054W","0",4,2.99073885872598e-07,2.58677266472903e-05,0.242834916475598,"0",TRUE
"393","YOR006C","0",22,0.00214720794949296,0.000392024088779798,0.282200123709378,"0",TRUE
"398","YMR190C","0",147,0.000247761952207906,0.00191515586618048,0.330233853006682,"0",TRUE
"399","YOR204W","1",62,0.00501822087369516,0.00035074807630815,0.323956740222853,"1",TRUE
"402","YLR320W","0",15,2.56809128187208e-05,3.68512716483367e-06,0.285281385281385,"0",TRUE
"403","YOR205C","0",8,0.000384206540252812,1.50178611873031e-05,0.26871148967017,"0",TRUE
"405","YDL130W-A","0",18,8.23814204890221e-05,0.000100336943923714,0.292990169441288,"0",TRUE
"406","YKL011C","0",7,4.03275905708157e-05,4.6748384023349e-05,0.261392684001763,"0",TRUE
"409","YEL059C-A","0",4,5.23281725361017e-06,3.77411569523187e-06,0.237763078773301,"0",TRUE
"411","YMR098C","0",15,0.000985147636059759,0.000653173217744384,0.289571330924714,"0",TRUE
"414","YCR012W","1",128,0.00479059350844236,0.0123972814261619,0.373912495271719,"1",TRUE
"416","YOR017W","0",8,7.28039561239367e-05,0.000336810579098483,0.274227852783429,"0",TRUE
"418","YBR227C","0",31,0.000135660535013616,0.000497693613435617,0.312371622689208,"0",TRUE
"420","YGR258C","0",69,0.000278508729162864,0.000612780118821685,0.311829652996845,"0",TRUE
"423","YBL076C","1",59,0.00221018280602145,0.000783570314671316,0.320698604952958,"1",TRUE
"424","YOL076W","0",14,0.000275976687071715,5.64676478586659e-05,0.277551593429735,"0",TRUE
"425","YOR020W-A","0",5,0.000230737669859308,3.45079047041062e-05,0.26397543172512,"0",TRUE
"427","YGR101W","0",31,0.000769531606743256,0.000380644262076723,0.305281037677579,"0",TRUE
"429","YMR267W","0",18,0.000136455967558701,6.30639823947973e-05,0.290180537208278,"0",TRUE
"432","YGR132C","0",30,0.000320668785465607,0.000232014385328831,0.310263653483992,"0",TRUE
"433","YCR071C","0",88,0.00876642404524126,0.000211905729143503,0.314758796370005,"0",TRUE
"434","YAR050W","0",14,7.19252018869194e-06,0.000275357791233544,0.272026785304775,"0",TRUE
"438","YNR040W","0",7,5.25016168659743e-05,5.83928699660786e-05,0.272689655172414,"0",TRUE
"440","YHR013C","0",64,0.0151035773692364,0.000259899110695853,0.301341327100904,"0",TRUE
"441","YER122C","0",31,2.29929018244027e-05,0.000140653273849105,0.293977695167286,"0",TRUE
"445","YBR011C","1",31,0.00011443482692968,0.00110874670061835,0.314792208481503,"0",FALSE
"446","YPL195W","0",27,1.22275869285857e-05,0.000243054488279334,0.283102625298329,"0",TRUE
"451","YBR105C","0",13,3.68981021048169e-06,0.000173455030361842,0.272114149385208,"0",TRUE
"452","YAL043C","1",56,0.000394131447141511,0.0002616404296337,0.314158588908311,"1",TRUE
"453","YPL271W","0",46,0.000464510080137995,6.59036778255876e-05,0.299454710693729,"0",TRUE
"454","YHR039C-A","0",43,0.000289420978025621,0.000529850553748256,0.303019465590354,"0",TRUE
"456","YEL053C","0",15,0.000341978682743523,0.000328220917972087,0.280558183538316,"0",TRUE
"460","YDR476C","0",8,5.22618627122818e-05,0.000220812433418638,0.256675466308911,"0",TRUE
"461","YDL005C","0",26,3.81715904839986e-05,3.56384525344931e-05,0.271441647597254,"0",TRUE
"462","YAL064W-B","0",6,1.66496887231984e-08,0.000215049081037429,0.223322539347842,"0",TRUE
"463","YGR102C","0",9,2.35857454489525e-05,0.000154774006850125,0.25566859212001,"0",TRUE
"464","YMR054W","0",38,0.000162257001017286,0.00016809112017616,0.295030592448888,"0",TRUE
"465","YER017C","0",26,0.000187152938904623,8.43967257995371e-05,0.293512149255209,"0",TRUE
"469","YLR370C","0",33,6.11573920859262e-05,6.556155282224e-05,0.300106259171178,"0",TRUE
"471","YKL080W","0",40,0.000162171254619233,0.000137169651587504,0.293759286775632,"0",TRUE
"472","YMR081C","0",11,8.30530799068821e-07,0.000519170462102505,0.25145207105609,"0",TRUE
"476","YOR010C","0",2,2.88535467686433e-10,0,0.185808270676692,"0",TRUE
"477","YDL039C","0",7,3.7365147341411e-07,0.00036578714881152,0.234389819791337,"0",TRUE
"478","YOL023W","0",41,0.00463459709052299,0.000259598542612819,0.319282945736434,"0",TRUE
"479","YMR135C","0",13,9.29701880202143e-06,0.000342273493110518,0.277655540470952,"0",TRUE
"480","YLR376C","0",35,3.86699941106524e-05,1.32259129995069e-05,0.28252274567713,"0",TRUE
"481","YDR374C","0",13,0.000455001019775552,0.000248853891897017,0.281090047393365,"0",TRUE
"482","YLL012W","0",12,1.26119879953439e-06,1.5572186950164e-05,0.256886694386694,"0",TRUE
"485","YEL051W","0",47,0.000385316240003003,0.00112717530293765,0.31288246465499,"0",TRUE
"487","YJL191W","0",269,0.0644438367029037,0.000280408228567873,0.344925850537947,"0",TRUE
"489","YOL143C","0",12,4.66132224539746e-05,0.000226442502243583,0.271305063812268,"0",TRUE
"490","YPL220W","0",214,0.0553700090192688,6.9323065108779e-05,0.332417890371035,"0",TRUE
"491","YDL143W","1",105,0.0166478314501664,0.00077174399541118,0.338662707702849,"0",FALSE
"494","YBR208C","0",46,0.000129296871459503,0.00222242106131759,0.320300264621699,"0",TRUE
"495","YML067C","0",22,1.99917448650664e-05,9.68990487976413e-05,0.282200123709378,"0",TRUE
"497","YLR058C","0",54,0.000378754810808993,0.000717685258522124,0.320075553157043,"0",TRUE
"498","YOL040C","1",273,0.0614619572144066,0.000558826711911121,0.352092609082814,"0",FALSE
"500","YER168C","1",11,0.000582579344563041,1.44213964578652e-05,0.27854224392993,"0",FALSE
"501","YBR048W","0",328,0.0742109206247346,0.000562201523331712,0.353035714285714,"0",TRUE
"502","YDR242W","0",19,7.28856583433869e-06,0.000480640623528758,0.291163475699558,"0",TRUE
"503","YML073C","0",228,0.0583272606405786,8.80572029128206e-05,0.332604306864065,"0",TRUE
"505","YOR201C","0",16,0.000809972225702375,0.000106338990357552,0.30278742086992,"0",TRUE
"509","YIL142W","1",106,0.0158302468360275,0.00158078601743054,0.345750262329486,"1",TRUE
"510","YNL302C","0",215,0.0542828219379207,8.63035247561407e-05,0.334178498985801,"0",TRUE
"514","YKL193C","1",42,0.000308776273914045,0.000601193086576216,0.316336871299803,"0",FALSE
"515","YGL123W","1",340,0.0705697398153498,0.00178720064598947,0.362486248624863,"1",TRUE
"517","YHR148W","1",274,0.058504421001399,0.000456595366975207,0.340060776331632,"0",FALSE
"519","YAL035W","1",268,0.0619806151943051,0.000847559948500438,0.345810739898548,"0",FALSE
"520","YNL290W","1",54,0.00011193366277531,3.16136416085298e-05,0.299258287501892,"0",FALSE
"521","YPR160W","0",64,0.000106151073231544,0.00106475054851962,0.320837390457644,"0",TRUE
"523","YDL201W","0",101,0.0147707444362217,0.000386149665578556,0.316539467364039,"1",FALSE
"525","YNR043W","1",27,5.66528956523688e-06,0.000210038340927105,0.285707404017535,"0",FALSE
"526","YGL114W","0",3,4.31713341324667e-09,1.18419657776763e-05,0.200378391161864,"0",TRUE
"527","YNL185C","0",188,0.0395097281220249,0.00490330947113636,0.339302059496567,"0",TRUE
"529","YER042W","0",22,5.09302545183395e-05,0.00113909586104006,0.294825272157876,"0",TRUE
"530","YFL022C","1",44,0.00297191650096585,0.000333626847548491,0.318716749959697,"1",TRUE
"531","YBR189W","0",295,0.0695371797579572,0.000310564414660525,0.345589092180399,"0",TRUE
"532","YNL192W","0",12,2.35808180530174e-06,3.46275991598582e-05,0.267391010324151,"0",TRUE
"535","YMR271C","0",17,0.000225390936903199,0.000254858363512509,0.304873033823378,"0",TRUE
"536","YGL103W","1",333,0.0711558985276002,0.00219904409894612,0.362818865846944,"1",TRUE
"537","YKL024C","1",31,0.000690686419623688,0.000480950941321484,0.318596905887409,"0",FALSE
"538","YDR332W","0",19,9.12358771250994e-05,0.000448406486066894,0.285157940285591,"0",TRUE
"539","YHR147C","0",194,0.041279377754894,0.000237636666030884,0.336912065439673,"0",TRUE
"540","YNR041C","0",33,0.000129332253872609,0.0011299663899008,0.300395056726094,"0",TRUE
"546","YBR023C","0",35,1.75135792870118e-05,0.00114555938917461,0.299651391906229,"0",TRUE
"548","YPL081W","0",310,0.0720157629842973,0.000355146310817363,0.345830903790087,"0",TRUE
"549","YOR341W","1",206,0.028753944664577,0.00251287656297975,0.348410973388944,"0",FALSE
"551","YGR094W","1",45,0.00124459337425589,0.00011971867668888,0.301433218133767,"0",FALSE
"553","YIL116W","0",30,5.48441320180368e-05,0.000220271557895796,0.307019360182213,"0",TRUE
"554","YNL137C","1",129,0.020329508585295,0.000384116674790329,0.326722855726326,"1",TRUE
"555","YPR086W","1",118,0.00171885974061042,0.00150232522297307,0.332343382270537,"1",TRUE
"557","YEL054C","0",225,0.0567877298260527,0.000303927435099195,0.337910209662717,"0",TRUE
"560","YBR283C","0",92,0.0184590028779195,0.00147496725583004,0.326112058063452,"0",TRUE
"561","YDR292C","1",24,0.00313150721546324,0.000117291527585907,0.306654257794323,"0",FALSE
"564","YEL034W","1",163,0.0414470115576657,0.00105579772666725,0.331007924991629,"0",FALSE
"567","YNL063W","0",23,0.000307946432252494,0.000202829631738139,0.282200123709378,"0",TRUE
"568","YEL011W","0",76,8.83735098366407e-05,0.00169057043675535,0.324897288414133,"0",TRUE
"569","YNL081C","0",241,0.0524562931727421,0.00215164696175907,0.339011146041726,"0",TRUE
"570","YKL104C","1",22,8.84694039392291e-05,0.000290898746726075,0.29972710733778,"0",FALSE
"571","YGR118W","0",299,0.0692130786429976,0.000406616050752816,0.345609230231338,"0",TRUE
"572","YPL201C","0",5,1.01814448794725e-07,3.34176718478538e-05,0.232944503358077,"0",TRUE
"575","YML026C","0",286,0.0673818275409112,0.000298782188657262,0.346254889368907,"0",TRUE
"578","YER117W","0",267,0.0641187141960094,0.000291562878864219,0.346720448965275,"0",TRUE
"579","YEL052W","0",1,0.000104801402640747,0,0.250422225975342,"0",TRUE
"580","YDR232W","1",26,2.32001037817694e-05,0.000377105358338001,0.289854364187274,"0",FALSE
"582","YGL169W","1",19,0.000383316228435116,0.000292266558326748,0.284555966031761,"0",FALSE
"587","YHR025W","0",28,2.37640923813673e-05,0.000163066051691502,0.29087788131437,"0",TRUE
"592","YOL097C","1",41,0.0015044500845947,0.00043574369876971,0.30789596636038,"0",FALSE
