"","x_name","essential","degree","eigenvector_centrality","betweenness_centrality","closeness_centrality","predicted_lethality","acc"
"2966","YDL181W","0",24,0.000177306141453684,0.000112379160111272,0.285432407719332,"0",TRUE
"2967","YOL051W","0",40,0.000102085470759968,0.000799570379233246,0.296728036822093,"0",TRUE
"2968","YDR149C","0",3,6.06781465842527e-07,0,0.233173454945746,"0",TRUE
"2969","YJL127C","0",23,6.83981650582106e-05,0.000266303345378108,0.297367761343695,"0",TRUE
"2970","YLL049W","0",14,4.17008792277758e-06,9.40804138209414e-05,0.25927868852459,"0",TRUE
"2972","YJL030W","0",140,0.000188899716975244,0.00179890513841023,0.32804203539823,"0",TRUE
"2973","YBR279W","0",37,0.000672116487902304,0.000369703437588983,0.309357396202796,"0",TRUE
"2975","YLR015W","0",35,0.00104672207121568,0.000243489452667108,0.313295652633247,"0",TRUE
"2976","YAL021C","0",37,0.00120791618382667,0.000341054051207725,0.314092040459673,"0",TRUE
"2977","YGL020C","0",16,0.000132411526296231,0.000157432269823229,0.285007208073042,"0",TRUE
"2979","YGL086W","0",33,3.18632368132982e-05,7.13058320690077e-05,0.288950599239988,"0",TRUE
"2982","YBL006C","0",16,6.3815245994321e-06,0,0.257858353984609,"0",TRUE
"2983","YOR195W","0",45,3.78588918372495e-05,0.000184574456654334,0.296965752052874,"0",TRUE
"2984","YPL259C","0",21,0.000186784151813158,9.59374887851941e-05,0.282482377595733,"0",TRUE
"2986","YPL181W","0",37,0.000214828932332781,0.00090080656182063,0.301739926739927,"0",TRUE
"2987","YHR191C","0",27,1.87436825409762e-05,2.76733639694719e-05,0.285007208073042,"0",TRUE
"2988","YGL174W","0",86,0.00112126264261038,0.000652963284864518,0.308312106877372,"1",FALSE
"2992","YNL186W","0",17,0.000433589585411494,7.93237396066853e-05,0.305233904585456,"0",TRUE
"2993","YKR028W","0",21,0.000140929153981025,8.55841062858534e-05,0.290237337900661,"0",TRUE
"3002","YMR263W","0",33,6.31418515458512e-05,0.000164935639865825,0.290478989127241,"0",TRUE
"3007","YML094C-A","0",4,1.30603307061419e-05,1.643617771272e-05,0.252834853781226,"0",TRUE
"3008","YGL014W","1",17,0.000536030127655797,0.000440868227349631,0.299047042807442,"0",FALSE
"3009","YGL244W","0",52,0.000694308611284092,0.000186508385611729,0.311256887955917,"1",FALSE
"3011","YOR308C","0",81,0.00124578682026834,0.000151590618873832,0.307576621894933,"1",FALSE
"3013","YGL150C","1",49,0.000722296512997785,0.000704749613366971,0.319214208826695,"0",FALSE
"3014","YPL174C","0",26,0.000126476325459425,0.000188978712394973,0.298070157804805,"0",TRUE
"3015","YOL017W","0",3,3.77158343368698e-06,0.000192332390109536,0.261657916795341,"0",TRUE
"3016","YGL112C","1",49,0.000902011139020093,0.000174194442080146,0.310995752713544,"0",FALSE
"3018","YJR082C","0",37,9.76948342669133e-05,0.000270112813531663,0.306828763579928,"0",TRUE
"3019","YER022W","1",53,0.000414000055052444,8.97667022925966e-05,0.299197901427635,"1",TRUE
"3020","YNL136W","0",34,9.22395470330997e-05,6.94270933377525e-05,0.303282879934547,"0",TRUE
"3021","YCR033W","0",38,6.91686627074123e-05,0.000124933075801887,0.294825272157876,"0",TRUE
"3025","YLR052W","0",26,6.97439949868303e-05,5.61306663252725e-06,0.299484952534841,"0",TRUE
"3026","YPL214C","0",24,1.3980989920644e-06,0.000583449647200566,0.257903204765839,"0",TRUE
"3028","YDR392W","0",41,0.000615339483108332,0.000121485320967676,0.310783902745756,"0",TRUE
"3032","YAR003W","0",30,0.00104414899728356,0.000109485504378366,0.310328589367936,"0",TRUE
"3033","YMR005W","1",28,0.000125390026472418,2.5082667117941e-05,0.289472399824296,"0",FALSE
"3034","YGR056W","0",31,5.65365785485196e-05,0.000107176600193041,0.291564251302723,"0",TRUE
"3040","YPL176C","0",7,6.44296002254031e-06,1.2283539995349e-05,0.268869849041208,"0",TRUE
"3044","YHR176W","0",11,4.64924696477456e-06,2.18306402229068e-05,0.261784957627119,"0",TRUE
"3045","YER086W","0",53,4.44138964102105e-05,0.00114199149570006,0.31029611802867,"0",TRUE
"3046","YPR201W","0",6,4.98988016563329e-07,0.000115365172928378,0.253721765913758,"0",TRUE
"3047","YNL316C","0",20,1.55036280368482e-05,0.000431028393227539,0.283522156890865,"0",TRUE
"3050","YLR143W","0",17,0.000971777024597515,0.000107916621331063,0.299212995661386,"0",TRUE
"3051","YDL168W","0",27,2.98905960523497e-05,0.00032540783397461,0.281423487544484,"0",TRUE
"3059","YOR374W","0",66,6.43050584904263e-05,0.00105152605461072,0.315210459183673,"0",TRUE
"3061","YLR179C","0",36,0.00350470573027523,0.000175139691576428,0.313031086715575,"0",TRUE
"3064","YMR170C","0",40,2.18580054187415e-05,0.000253372404080921,0.296846846846847,"0",TRUE
"3065","YMR096W","0",16,4.9594678424685e-05,0.00030728688357468,0.275156576200418,"0",TRUE
"3068","YDR400W","0",37,0.000108522867149427,0.00100018433571454,0.304810360777058,"0",TRUE
"3069","YLR242C","0",11,0.000208823802640727,0.000289691708192401,0.287577579519007,"0",TRUE
"3070","YHR208W","0",39,4.23467590927232e-05,0.000452935561763319,0.297084752554598,"0",TRUE
"3072","YLR456W","0",10,1.60532486658826e-06,9.71504467464677e-05,0.238518458939918,"0",TRUE
"3073","YIL008W","0",41,0.000700085811503768,0.000922946593366958,0.320507970818698,"0",TRUE
"3074","YOR382W","0",13,2.41266415176124e-06,6.58759821556088e-05,0.255933373608354,"0",TRUE
"3075","YIR017C","0",18,6.14889632130774e-06,6.0902094301698e-05,0.275950309403061,"0",TRUE
"3077","YJR126C","0",4,0.000530446916200292,2.71640588137934e-06,0.27604021223122,"0",TRUE
"3080","YPL023C","0",25,3.62757308067723e-05,0.000185650752759142,0.289049173936352,"0",TRUE
"3087","YMR154C","0",17,1.04715760014484e-05,8.28899353547479e-05,0.264316591648469,"0",TRUE
"3088","YJR120W","0",5,2.75314916655596e-05,0.000279093724515533,0.267318700139721,"0",TRUE
"3094","YCL031C","1",172,0.0382989085350982,0.000153571205915821,0.326094127996481,"0",FALSE
"3095","YAR020C","0",22,2.24458523043528e-08,0.000200280138049638,0.218581853025724,"0",TRUE
"3097","YCL056C","0",8,1.12891036043971e-06,0.000100767745099805,0.249243570347958,"0",TRUE
"3098","YDR264C","0",20,9.28085379349167e-06,0.000234079342104441,0.275911797543729,"0",TRUE
"3101","YGR126W","0",5,3.44558305243316e-07,0.000206541576958391,0.226149622512011,"0",TRUE
"3105","YDR321W","0",13,1.61693817583353e-05,1.24186064231689e-05,0.287619417099074,"0",TRUE
"3107","YHL047C","0",7,3.00463474339593e-07,2.65425215275849e-07,0.243333059817839,"0",TRUE
"3108","YJL214W","0",1,3.1697745333294e-10,0,0.18268904974588,"0",TRUE
"3114","YDR300C","0",12,1.32243690093671e-05,0.000136243071191468,0.290336792637556,"0",TRUE
"3115","YHL040C","0",18,3.67505548152571e-06,9.39785454112773e-05,0.263987181199092,"0",TRUE
"3116","YIL046W","1",37,3.47962703865194e-05,0.00024855045180775,0.29529499626587,"0",FALSE
"3118","YOL152W","0",6,3.26871479428524e-07,3.28502488774399e-06,0.246160869926123,"0",TRUE
"3121","YPR194C","0",2,1.256358263375e-08,1.84276664228806e-05,0.208222159809016,"0",TRUE
"3123","YGL009C","0",41,7.13674766944977e-05,0.000469883693924076,0.309163886572143,"0",TRUE
"3125","YGL235W","0",6,2.19266852116936e-05,9.37640607478746e-05,0.249568693456764,"0",TRUE
"3128","YOR031W","0",9,2.86447341951644e-06,5.55179278556135e-05,0.266921692169217,"0",TRUE
"3130","YBR004C","1",46,0.000139391960552919,0.00133647613340631,0.296787429943955,"0",FALSE
"3132","YNL104C","0",45,6.81857702788954e-05,0.000404412169916864,0.308280056135974,"0",TRUE
"3133","YOR383C","0",12,2.43936295572416e-06,9.35759940985072e-05,0.257869565217391,"0",TRUE
"3135","YBR285W","0",2,5.28468354148696e-10,1.11281801518155e-05,0.189144369678222,"0",TRUE
"3136","YIL083C","1",20,6.6712159110572e-06,0.000500862705659954,0.267898279055061,"0",FALSE
"3140","YOR345C","0",7,2.19417468403628e-05,0.000134375359714619,0.255107746569745,"0",TRUE
"3144","YJR004C","0",14,3.01137444243975e-07,0.00011562883894701,0.246734337299276,"0",TRUE
"3145","YCL064C","0",46,3.68120640565711e-05,0.000971101020112745,0.305973999174577,"0",TRUE
"3148","YDR162C","0",14,2.0524185660955e-05,5.61992088537064e-05,0.284392232078638,"0",TRUE
"3150","YLR027C","1",67,6.60822331597053e-05,0.00170540472538183,0.313312202852615,"0",FALSE
"3154","YFR055W","0",32,1.4711161685819e-05,0.00122936330896731,0.288711483230297,"0",TRUE
"3156","YGL166W","1",8,3.29487709830353e-06,6.26391299006943e-05,0.267983011024761,"0",FALSE
"3159","YLR214W","0",22,2.94607766365706e-06,0.000173901505653413,0.272239052602589,"0",TRUE
"3160","YEL065W","0",12,4.41325508162577e-06,2.86856899225442e-05,0.265952199452939,"0",TRUE
"3162","YDR126W","0",10,1.11872061616982e-06,6.93072952560446e-05,0.268019341136066,"0",TRUE
"3164","YKR052C","0",20,3.29968291100339e-05,8.12769660046492e-05,0.272126634549209,"0",TRUE
"3166","YHR178W","0",8,9.82090782299168e-07,0.00032156028448269,0.253126200332892,"0",TRUE
"3167","YER073W","0",43,1.69429065010247e-05,0.000760896228977052,0.298685602054691,"0",TRUE
"3168","YGL125W","0",29,3.54761474731095e-05,0.000261736648502232,0.293308936254389,"0",TRUE
"3169","YGR262C","0",11,9.52854853754098e-05,0.000114965499523313,0.271951946444129,"0",TRUE
"3171","YHR122W","1",16,0.000264818432680392,2.13058572447269e-05,0.289543057996485,"0",FALSE
"3179","YJL060W","0",15,7.8968448893735e-06,0.000242961073044846,0.282253842859182,"0",TRUE
"3181","YPR168W","1",46,0.000401844237217937,3.23432340274997e-05,0.295928550044906,"0",FALSE
"3182","YAL067C","0",6,7.90675694390986e-09,8.59804540286346e-05,0.217316429722996,"0",TRUE
"3184","YIL003W","1",25,0.000272521719309361,0.000196228276871766,0.298505209119734,"0",FALSE
"3189","YOR108W","0",37,5.43051089430486e-05,0.000160438621368416,0.294138067843682,"0",TRUE
"3190","YFL030W","0",62,4.10392456669394e-05,0.0013942840178676,0.317182737044762,"0",TRUE
"3191","YMR169C","0",96,9.0151082825356e-05,0.00204311801006015,0.323127213293381,"0",TRUE
"3193","YNL309W","0",33,1.60796030303775e-05,0.000130216562870335,0.291937389249852,"0",TRUE
"3195","YNR066C","0",3,1.0686746264904e-07,0.000358923850456509,0.227494150588777,"0",TRUE
"3196","YOL048C","0",14,8.76672161132471e-07,0.000481801556304652,0.232524405065276,"0",TRUE
"3197","YKL072W","0",9,5.09647782950962e-06,0.000391574082279891,0.259858044164038,"0",TRUE
"3198","YOR229W","1",3,6.99996080601612e-07,2.13942572118964e-05,0.239830165790538,"0",FALSE
"3200","YJL107C","0",12,3.68407361019475e-07,0.000296246784006342,0.238816186833098,"0",TRUE
"3201","YJL108C","0",5,3.31028679093947e-07,8.30094955086276e-06,0.213637346012535,"0",TRUE
"3211","YKL198C","0",9,2.16975787843693e-05,0.000190823907037738,0.251441410886892,"0",TRUE
"3214","YDR289C","0",37,0.000364122945031692,8.12642029470443e-05,0.304967091731798,"0",TRUE
"3216","YDR368W","0",7,9.74272047269049e-07,1.25176146698039e-05,0.243133557432155,"0",TRUE
"3217","YJR089W","1",28,2.74509804915913e-05,0.000351761213741021,0.289953556587631,"0",FALSE
"3219","YGL110C","0",8,0.000823219368037685,2.61167454636051e-06,0.278176445757704,"0",TRUE
"3220","YGL133W","0",16,2.0828092826129e-05,1.1936161307239e-05,0.274088451407181,"0",TRUE
"3222","YBR074W","0",2,1.42381438209358e-06,0,0.226486424561805,"0",TRUE
"3224","YLL043W","0",22,4.41133898333804e-06,0.000969195380833967,0.281972045260055,"0",TRUE
"3226","YEL029C","0",27,0.000210876761839682,0.00169973950369624,0.295486249501794,"0",TRUE
"3227","YPL001W","0",51,0.000401307425763462,0.000147568853864578,0.306290022722578,"1",FALSE
"3228","YJL020C","0",33,4.13145743863986e-05,0.000909265871318014,0.297965335342879,"0",TRUE
"3230","YGL161C","0",10,1.19897088622251e-05,0.000220557665023272,0.289585469459499,"0",TRUE
"3235","YJL160C","0",7,3.28602054466987e-07,6.39056115386119e-05,0.212489251934652,"0",TRUE
"3241","YHR095W","0",2,2.20066651563599e-06,1.64135651507613e-05,0.246140438247012,"0",TRUE
"3244","YJL016W","0",17,3.71871921662403e-06,0.000559788337256818,0.253797766271556,"0",TRUE
"3245","YMR179W","1",10,2.26987501138989e-05,9.41792906480389e-07,0.272965758468336,"0",FALSE
"3249","YKL033W-A","0",14,2.17178103304869e-05,0.000803678035658731,0.255140669362471,"0",TRUE
"3250","YML049C","1",89,0.00107554008320096,0.0005613377389604,0.321498265394623,"1",TRUE
"3251","YBR071W","0",11,1.39651468620538e-06,0.000183395536982944,0.24549857196076,"0",TRUE
"3252","YER049W","0",13,0.00128489909532956,0.000266456179979459,0.297144288577154,"0",TRUE
"3253","YPL113C","0",2,3.26314098696221e-07,0,0.244496660895375,"0",TRUE
"3254","YDL076C","0",23,5.05609908311474e-05,2.1578675511295e-05,0.275680951938273,"0",TRUE
"3256","YPL053C","0",14,1.39076046549633e-06,7.83938858517889e-05,0.247248624312156,"0",TRUE
"3257","YKL033W","1",20,0.000105253058353854,0.000318044392306641,0.302201161724243,"0",FALSE
"3260","YDL080C","0",44,5.02269782860886e-05,0.00123310356314182,0.294386260981784,"0",TRUE
"3266","YGR200C","0",44,0.00386087445356112,0.000240480456478173,0.315093236997291,"0",TRUE
"3269","YJL127C-B","0",7,4.05009421769606e-06,8.89445978983975e-05,0.241352649141369,"0",TRUE
"3272","YBL012C","0",11,1.39651468620538e-06,0.000183395536982944,0.24549857196076,"0",TRUE
"3274","YMR053C","0",16,1.05109797148764e-05,9.97120757444193e-05,0.27197688815518,"0",TRUE
"3275","YBL104C","0",17,0.000189092429690661,0.000107393525182704,0.292038012703727,"0",TRUE
"3277","YIL156W-B","0",9,4.05340860748503e-06,0.000244842223569626,0.243692990385406,"0",TRUE
"3279","YHR111W","0",29,0.000382111834780994,0.000537139842706891,0.319954685224146,"0",TRUE
"3280","YML017W","0",6,7.36622747978637e-05,4.56815745521256e-05,0.270537791360671,"0",TRUE
"3285","YOL110W","0",16,5.93417236373793e-06,0.000158891157653297,0.273255010366275,"0",TRUE
"3287","YBR005W","0",5,6.62844310548537e-06,0.000104593704109118,0.266190925003366,"0",TRUE
"3288","YBL101C","0",13,6.85106296306584e-06,4.3124295296077e-05,0.267150128372596,"0",TRUE
"3290","YBR058C-A","0",13,4.04659086397618e-06,1.8908129501709e-05,0.269407222348399,"0",TRUE
"3292","YOR011W","0",6,1.4473889489893e-06,0.000146017593055773,0.239927184466019,"0",TRUE
"3294","YGR229C","0",26,1.36683341074095e-05,0.000506975279944062,0.29889633623948,"0",TRUE
"3295","YKL088W","1",17,0.000783129208552841,0.000497564616812426,0.277798594847775,"0",FALSE
"3297","YNL325C","0",13,3.53260435891809e-06,1.01034808190402e-05,0.264446227929374,"0",TRUE
"3299","YLR083C","0",4,8.80813601814655e-05,0.000115675741815313,0.266825625337412,"0",TRUE
"3301","YPL232W","0",52,0.000526375455742943,0.000448206741890934,0.308697236246292,"0",TRUE
"3302","YOL003C","0",11,1.40093240322776e-06,0.000157893685301783,0.269615419583599,"0",TRUE
"3303","YIL105C","0",28,3.40757164912991e-05,0.000477528587158283,0.296416612524364,"0",TRUE
"3304","YBR199W","0",6,4.38130751303709e-07,9.07321802655247e-05,0.247837532907108,"0",TRUE
"3306","YPR149W","0",15,1.15601606129162e-06,0.000593276290650819,0.263576570971469,"0",TRUE
"3307","YGR277C","1",10,4.3639452472615e-06,4.01269369660533e-05,0.246683026244645,"0",FALSE
"3308","YKR007W","0",26,0.000232668785983327,0.000820245650977109,0.294094312490703,"0",TRUE
"3309","YBR161W","0",5,1.83026277644905e-06,3.0800829069262e-07,0.244174557431042,"0",TRUE
"3312","YNL029C","0",3,3.12119809739211e-08,0.000339809397104424,0.21179873584973,"0",TRUE
"3313","YDR331W","1",22,0.00023050633795156,0.000533990102169236,0.291277870543169,"0",FALSE
"3314","YNL047C","0",12,2.78121626547163e-06,0.00017854709445702,0.261727196505009,"0",TRUE
"3315","YNL326C","0",8,1.40754788760163e-06,2.52291437251029e-05,0.252587198160215,"0",TRUE
"3317","YLR383W","0",66,9.65489620494375e-05,0.000178623204848989,0.299243188698285,"0",TRUE
"3318","YJL050W","1",240,0.0422997111836791,0.00144265120952568,0.339924346629986,"1",TRUE
"3319","YCR066W","0",59,0.000256294952531893,0.000175175803970548,0.305958215114779,"0",TRUE
"3320","YDL051W","0",143,0.0234396003186034,0.000599810532908231,0.327335945692367,"0",TRUE
"3321","YBR014C","0",7,2.13797961023058e-06,3.3220565826991e-06,0.25528343304782,"0",TRUE
"3328","YJR094C","0",20,0.000164666713275343,0.000738323302154544,0.288978756577665,"0",TRUE
"3333","YLR107W","0",5,0.000216137865597664,2.41094126463435e-05,0.256254050550875,"0",TRUE
"3334","YPL210C","1",10,0.000327346862684943,9.63984063846895e-06,0.279289885100772,"0",FALSE
"3335","YKR072C","0",17,5.71968797929833e-06,0.000844400963286009,0.268662801232107,"0",TRUE
"3336","YOR176W","1",23,0.000258447382757618,0.000154062213036983,0.289458272327965,"0",FALSE
"3338","YML058W-A","0",11,6.64600729289211e-06,4.15968232420293e-05,0.267716890854925,"0",TRUE
"3339","YHR113W","0",19,5.84256369779589e-05,0.000318648458965998,0.297531855121902,"0",TRUE
"3346","YGR195W","1",102,0.0208317993296151,0.000133943205157098,0.313080658783784,"1",TRUE
"3347","YBR111C","0",19,4.37184915022112e-05,0.0018789045040937,0.291378039793663,"0",TRUE
"3349","YCR001W","0",3,4.11809892419622e-06,1.02201394201341e-05,0.243053848045242,"0",TRUE
"3353","YNL332W","0",20,2.57900174714632e-06,0.00016034690509141,0.2523078232016,"0",TRUE
"3354","YJR035W","0",57,0.000413603265552455,0.000561529878110901,0.313676750581764,"1",FALSE
"3355","YNR012W","0",29,0.00145712983005215,0.000465923990195379,0.317964938615772,"0",TRUE
"3357","YJR156C","0",21,2.99243674151731e-06,0.000165699836158886,0.250432799898661,"0",TRUE
"3359","YLR266C","0",5,2.88272987869279e-07,3.84323756155439e-05,0.240092296482209,"0",TRUE
"3362","YKR002W","1",46,0.00150491423663461,0.000292397989351189,0.310361067503925,"0",FALSE
"3364","YIL023C","0",16,2.32939596836498e-06,0.000327300174765569,0.259346713892168,"0",TRUE
"3367","YDR539W","0",2,6.17947351685352e-07,0,0.231020916916605,"0",TRUE
"3368","YMR020W","0",46,0.000372013631528863,0.00223729310936615,0.316894635605899,"0",TRUE
"3369","YNL262W","1",118,0.000180209220453348,0.000508723770597265,0.324381973309998,"0",FALSE
"3370","YKL122C","1",7,0.000155737672092892,0,0.25076103500761,"0",FALSE
"3374","YCR059C","0",7,5.78000132972532e-05,1.70867327797799e-05,0.275399331352155,"0",TRUE
"3377","YNL256W","1",22,0.000486880569046032,0.000474661133634425,0.302416887619825,"0",FALSE
"3381","YJL055W","0",6,5.56723388901494e-06,0.000111142784508031,0.252018356420498,"0",TRUE
"3384","YOR368W","0",45,4.54047230996166e-05,3.85824748891492e-05,0.290208934775163,"0",TRUE
"3385","YKL175W","0",13,1.23194128276211e-06,2.17055974228053e-05,0.251175200101639,"0",TRUE
"3387","YNR047W","0",8,5.3313470551797e-06,4.01655635901355e-05,0.257087126137841,"0",TRUE
"3389","YOR304C-A","0",5,1.9080149177442e-06,6.43128540528841e-05,0.245844559585492,"0",TRUE
"3390","YDR079C-A","0",60,0.000438424381599643,6.39456600247286e-05,0.299394245330641,"0",TRUE
"3391","YDR091C","1",261,0.0506044659415868,0.00650747775417985,0.357806467181467,"0",FALSE
"3396","YFR025C","0",10,2.10347183024593e-05,2.01271525387628e-06,0.281423487544484,"0",TRUE
"3398","YKL045W","1",80,0.000587974714296904,0.000397742176640719,0.321567989590111,"1",TRUE
"3399","YOR209C","0",24,1.13069767153219e-05,0.000134410903069074,0.286148501953973,"0",TRUE
"3400","YDL177C","0",3,2.9506283520028e-08,0.000362183907739487,0.215086128739801,"0",TRUE
"3401","YHR081W","0",149,0.0365494244474557,0.000142369371679932,0.316370619299088,"0",TRUE
"3402","YOL080C","0",116,0.0220230231874723,7.22846952648821e-05,0.310328589367936,"1",FALSE
"3403","YDR370C","0",6,0.000212693923006657,4.44315324629846e-06,0.279329345829605,"0",TRUE
"3405","YNL273W","0",112,0.000339521142443652,0.00111219751180131,0.321306679668454,"0",TRUE
"3406","YBR087W","1",75,0.000111397278512406,0.000362443586821907,0.310069008782936,"0",FALSE
"3407","YMR177W","0",10,5.31641831550485e-07,5.57415446483263e-05,0.242616378957703,"0",TRUE
"3409","YIL010W","0",16,0.000324603129564628,5.63473893820611e-05,0.289996088402112,"0",TRUE
"3410","YKL205W","1",52,0.00185256598741859,0.00107354688554764,0.323620887215584,"0",FALSE
"3414","YDR540C","0",7,5.24701443720618e-07,9.05380321630826e-05,0.250073786735253,"0",TRUE
"3417","YOR386W","0",13,1.56716753549169e-05,0.00108160875990339,0.290550139616911,"0",TRUE
"3418","YER173W","0",84,9.43163039902311e-05,0.000248185325404877,0.305281037677579,"0",TRUE
"3422","YNL145W","0",17,0.0002625823925473,0.000743213145483656,0.307752179327522,"0",TRUE
"3426","YLR430W","1",50,0.00136200542823856,0.000621273367019292,0.324186936321399,"0",FALSE
"3429","YPL258C","0",14,9.38039999454786e-07,4.36828343034453e-05,0.246600972932518,"0",TRUE
"3430","YDR217C","0",117,0.000503661946388444,0.00119656486579426,0.327083218441515,"0",TRUE
"3432","YGL085W","0",2,3.6492801544402e-07,3.68538086675874e-06,0.222861007778154,"0",TRUE
"3434","YNR033W","0",16,1.44304144514848e-05,0.000167860748506984,0.280412273651364,"0",TRUE
"3435","YOR054C","0",9,5.49715797007182e-06,6.88843040513209e-05,0.261865866042651,"0",TRUE
"3436","YBR111W-A","0",37,0.00120027863342302,0.000187502581189996,0.30791195099159,"0",TRUE
"3437","YER162C","0",52,0.000116379868890252,0.000342413376722896,0.305863544943531,"0",TRUE
"3438","YCR020C","0",11,3.01824787928132e-06,0.000172060297128995,0.236643657981886,"0",TRUE
"3439","YNL118C","1",53,0.00205341287364504,0.000953141336582826,0.325342841470104,"1",TRUE
"3440","YBR114W","0",51,0.00012770715674687,0.000553925699718058,0.313527514933658,"0",TRUE
"3445","YJL074C","1",109,0.000191057635064246,0.000669829575035035,0.323762214094656,"0",FALSE
"3450","YAL016C-B","0",16,1.30020203891077e-07,6.55950465864914e-07,0.220401337792642,"0",TRUE
"3452","YPR136C","1",16,1.30020203891077e-07,6.55950465864914e-07,0.220401337792642,"0",FALSE
"3456","YBR250W","0",8,1.44813935490168e-06,7.48764233653723e-05,0.240316045380875,"0",TRUE
"3462","YLR414C","0",10,1.22707241947256e-06,0.000108922919560393,0.251005120826103,"0",TRUE
"3464","YJR085C","0",8,3.45538532149419e-06,0.000109873078176858,0.254822771213749,"0",TRUE
"3468","YOR215C","0",6,1.97940938494198e-06,4.0244559914284e-05,0.254352860451154,"0",TRUE
"3469","YLR163W-A","0",16,1.30020203891077e-07,6.55950465864914e-07,0.220401337792642,"0",TRUE
"3470","YAR073W","0",10,0.000209408934506428,0.000198473514969812,0.276014519731943,"0",TRUE
"3471","YLR437C","0",9,5.11505163232038e-06,3.80032857367004e-07,0.264753147040443,"0",TRUE
"3472","YMR173W-A","0",17,1.32368262354859e-07,4.49289954504164e-05,0.220704796636029,"0",TRUE
"3473","YMR052C-A","0",17,1.41244218907067e-07,8.350380400316e-05,0.222802404207363,"0",TRUE
"3474","YJR146W","0",23,6.40636501017691e-07,0.000417608701478077,0.230142408133173,"0",TRUE
"3475","YDL054C","0",2,2.5073992825726e-09,0,0.192396275991825,"0",TRUE
"3479","YBL071C","0",16,1.30020203891077e-07,6.55950465864914e-07,0.220401337792642,"0",TRUE
"3484","YMR173W","0",2,4.95533716253054e-07,1.84163022237066e-05,0.209265401171406,"0",TRUE
"3485","YNL319W","0",16,1.30020203891077e-07,6.55950465864914e-07,0.220401337792642,"0",TRUE
"3486","YOR313C","0",1,1.13263676048052e-07,0,0.202264434061999,"0",TRUE
"3489","YLL057C","0",11,1.8893728935716e-07,0.000174797957556633,0.231806456655984,"0",TRUE
"3490","YOL154W","0",11,1.68900845569143e-06,0.00016426399924029,0.255459361674635,"0",TRUE
"3493","YDR365C","1",155,0.0282709201948897,0.000835584663576952,0.324311023622047,"0",FALSE
"3494","YGL116W","1",112,0.00023387583523578,0.00181178591796666,0.328405315614618,"0",FALSE
"3496","YPR112C","1",188,0.0387124630434518,6.49676073852196e-05,0.327227586206897,"0",FALSE
"3497","YLR115W","1",61,0.000533837151815399,0.000499968331905738,0.315562649640862,"1",TRUE
"3499","YNL085W","0",13,0.000308883113926442,0.000309212530509379,0.295751471028224,"0",TRUE
"3501","YBR260C","0",17,7.56323349502269e-06,0.000160248228111766,0.281010139296882,"0",TRUE
"3504","YDR255C","0",9,1.43424936456265e-06,5.86509997972519e-06,0.249989462592202,"0",TRUE
"3505","YIL151C","0",8,1.73132453514878e-05,0.000191936877701278,0.270081967213115,"0",TRUE
"3506","YMR185W","1",1,1.09302218799514e-06,0,0.211345900295763,"0",FALSE
"3508","YJL098W","0",29,0.00178253873170468,0.000273014142183538,0.304450490221241,"0",TRUE
"3509","YJL187C","0",83,0.00017129462002075,0.0012071379898659,0.333258414339495,"0",TRUE
"3510","YOR233W","1",30,1.55861809248457e-05,0.000253290082224578,0.294590970049173,"0",FALSE
"3512","YBR214W","0",37,3.5771805688139e-05,0.000669213892124667,0.308520599250936,"0",TRUE
"3514","YDR280W","1",95,0.0199384900998644,4.75082394698742e-05,0.308392262895175,"1",TRUE
"3515","YPL180W","0",20,2.83067613409752e-05,3.80534842746531e-05,0.285007208073042,"0",TRUE
"3516","YNL175C","0",125,0.0247091143275265,1.86119619257559e-05,0.316050303740808,"1",FALSE
"3517","YDR206W","0",17,0.000569004707610153,0.000225924097952381,0.291808118081181,"0",TRUE
"3521","YER106W","1",6,1.31938842733086e-05,3.45461984198007e-05,0.259801130141487,"0",FALSE
"3522","YCR011C","0",13,3.800863222457e-05,0.000398970460194655,0.27661956065482,"0",TRUE
"3523","YFL009W","1",49,0.000721258470500481,0.00109256153639922,0.314859053989489,"0",FALSE
"3529","YDL132W","1",75,0.000820691424619234,0.00141717377253165,0.328096476185208,"0",FALSE
"3530","YBR158W","1",19,5.90362900798946e-05,0.000945626266205793,0.290279953014879,"0",FALSE
"3533","YGR108W","0",89,0.000255310277104422,0.0014930289109931,0.331155778894472,"0",TRUE
"3534","YGR096W","0",1,1.4105350122264e-07,0,0.228124158621485,"0",TRUE
"3535","YGR015C","0",3,9.3127246172064e-08,5.26606596835273e-05,0.218767290029877,"0",TRUE
"3536","YPL256C","0",54,6.9596461936622e-05,0.000523873799617253,0.31382612836658,"0",TRUE
"3537","YDL111C","1",96,0.0202505246488312,0.000199739903626462,0.314458406235088,"0",FALSE
"3539","YPR040W","1",21,3.36074791951444e-05,6.71039932459473e-05,0.288388602547895,"0",FALSE
"3540","YLR210W","0",50,0.000178929505873725,6.38451341714215e-05,0.309035014589412,"0",TRUE
"3541","YDR490C","0",19,3.42470719344361e-05,0.000112984055426967,0.287926598378562,"0",TRUE
"3543","YJR053W","0",42,3.31057796574836e-05,0.000187604858764219,0.298926465399929,"0",TRUE
"3545","YDL138W","0",19,1.54492859417745e-05,0.000116239082423609,0.291607256993953,"0",TRUE
"3546","YMR036C","0",55,7.28324071566132e-05,0.000442952482485769,0.31497610196495,"0",TRUE
