# Name, Essential?, Degree, Eigenvector Centrality, Betweenness Centrality, Closeness centrality
YPR164W, False, 17, 1.5175036220674292e-05, 1.2525458587483132e-05, 0.27765554047095176
YDR501W, False, 5, 1.022010211583193e-05, 5.830388110261182e-08, 0.2658925849547207
YER155C, False, 27, 3.0223109526626523e-05, 6.323365018578322e-05, 0.3038110849298228
YKL051W, False, 4, 5.635323115958368e-07, 0.0, 0.2443959123125103
YDR260C, False, 25, 1.18342687875035e-05, 5.485658309340225e-06, 0.28135673624288426
YJR092W, False, 32, 7.699560270749486e-06, 0.00013126319544443893, 0.283143170859789
YGL113W, True, 29, 5.6289972113802625e-05, 3.2512062605742563e-06, 0.28971277842907384
YBL031W, False, 3, 1.453348464154881e-07, 0.0, 0.23019600232874055
YDR239C, False, 2, 4.049055176805526e-08, 0.0, 0.22191042765742508
YGR151C, False, 4, 2.8177249073851844e-07, 0.00034672275758091325, 0.24089192153040087
YLR319C, False, 51, 0.00017957393055509949, 0.0012663187802272784, 0.3140754077525948
YIR009W, False, 85, 0.0011405790126013508, 6.056758446208909e-05, 0.30608453320947515
YCL016C, False, 68, 8.777475229341001e-05, 0.0002865904726280564, 0.3059424326833798
YHR132C, False, 11, 1.2710154776558737e-05, 0.00032571412765434495, 0.2877031287897162
YFL034C-B, True, 12, 7.008952778151178e-06, 9.2053714013927e-05, 0.2645995984831586
YIL106W, True, 29, 2.0178035530861425e-05, 4.3168154137296924e-05, 0.29064980887974123
YHR072W-A, True, 83, 0.011558659935532263, 0.0005314876964787859, 0.3171318575553417
YLR063W, False, 19, 0.0009973252045605949, 0.0001856001729306465, 0.28004155059256813
YCR072C, True, 205, 0.044979482489918975, 0.00038118555577083336, 0.32979314946619215
YML043C, True, 37, 0.0036971191963057603, 9.266503057771162e-05, 0.2991979014276346
YIR012W, True, 110, 0.025550241242679534, 1.6803494143039693e-05, 0.3185969058874087
YMR026C, False, 37, 2.4493020802292713e-05, 0.00033455066264216247, 0.29027995301487863
YDR412W, True, 82, 0.01716852311507095, 1.7382458471025386e-05, 0.3073216228820146
YOR056C, True, 151, 0.03136880588053803, 0.00012988257063682038, 0.32550353987157676
YCR035C, True, 91, 0.019682109471021118, 4.0702197085088915e-05, 0.3070034680884104
YDR465C, False, 104, 0.01776782404275933, 0.0006989522120646638, 0.31692850272523243
YNL230C, False, 19, 0.0016042887857929844, 0.000126703155555345, 0.30824801205758534
YLR074C, False, 162, 0.036971813586798775, 5.527831127099536e-05, 0.3241337851131271
YPL183C, False, 57, 0.00954543963203255, 5.0342308657663495e-05, 0.2978306718891232
YPR143W, True, 192, 0.041139564495255895, 0.00023162164447729604, 0.3322875231105384
YPL157W, False, 22, 0.0004895356317765541, 9.253682358863609e-05, 0.2916072569939525
YPR144C, True, 235, 0.04771547503115112, 0.000382607965846045, 0.3329216952006736
YFR001W, False, 128, 0.026863522461808162, 0.0004389951297163486, 0.328205411986055
YOR004W, True, 201, 0.03732672300604794, 0.0002008949079820753, 0.32838713249543217
YHR040W, True, 23, 0.00284048835754258, 3.891438686466338e-05, 0.2921387055462516
YHR196W, True, 190, 0.04167214349434927, 9.89983729318719e-05, 0.32400983337885825
YIL104C, True, 16, 0.0017507021007839025, 1.2130846379631038e-05, 0.30278742086992033
YOR252W, False, 32, 0.004104213902362583, 0.000187374072887702, 0.2820525014266692
YLR051C, True, 174, 0.035588021917793235, 0.0009283262737148785, 0.3194893341952165
YLR146C, False, 10, 8.39693675876552e-06, 0.0008552776342949228, 0.2682981995838234
YDL160C-A, False, 4, 2.715300491000646e-07, 3.185960452066998e-06, 0.2291908184558312
YDR361C, True, 125, 0.020505687035582473, 0.0012637785852961931, 0.32321525885558583
YCL036W, False, 3, 0.00046127344320694993, 0.00039533943020497936, 0.2581164592218644
YGR283C, False, 46, 0.006307712928421226, 0.0002789509345327724, 0.2973826714801444
YDR339C, True, 132, 0.030863138545833797, 1.983783896666216e-05, 0.31573063614586105
YOR078W, False, 143, 0.03274582847146571, 4.026282152636045e-05, 0.315311004784689
YNL313C, True, 77, 0.01443544621072383, 0.0013245724274879313, 0.31911115893683417
YGR081C, False, 102, 0.02370318363752161, 9.458419435460649e-06, 0.31242098609355246
YNR024W, False, 80, 0.01920521972848537, 4.838967085322873e-07, 0.30111184444331623
YLR221C, False, 110, 0.023808093306253834, 0.00010489369337881994, 0.3195065452782417
YDL153C, True, 207, 0.04348289234563264, 0.00014976535033626266, 0.3250753631131817
YHL013C, False, 17, 7.944777757872065e-05, 5.11439514803654e-05, 0.288556971878953
YCL001W-A, False, 9, 0.0004554274409433594, 0.0002847128294211577, 0.28375275093292507
YGR251W, True, 97, 0.02320942234200923, 2.0256184448484866e-06, 0.30864904246461283
YGL130W, True, 10, 0.00022393194449705093, 0.00019849028093434228, 0.28996773247286595
YDR324C, True, 231, 0.046517231912758285, 0.0005481012893138892, 0.33172996252586834
YKL099C, True, 197, 0.04136361898382261, 6.818444574528568e-05, 0.32491508710419637
YAL059W, False, 137, 0.02785334605415245, 0.0001394182522169015, 0.32786069651741295
YPL263C, False, 13, 0.0016460619544452929, 0.00028309395344249205, 0.28191843331115124
YER143W, False, 58, 0.0004880300315942298, 0.0035555079396096608, 0.31677615766704054
YOL022C, True, 35, 0.005976331971359287, 9.805574363579928e-06, 0.2915929203539823
YGR271C-A, False, 94, 0.016243287831421066, 0.0017992421296626794, 0.3246483113470907
YDL209C, True, 79, 0.001125267360582206, 0.0022483387870896915, 0.3306388672092764
YOR342C, False, 1, 4.4081695004487975e-09, 0.0, 0.205794587092297
YPR189W, False, 124, 0.03096767362455564, 7.598536666433679e-05, 0.3135938243536192
YIL127C, False, 181, 0.037195081950444756, 0.0003202582097153838, 0.31960985073018267
YOR287C, True, 164, 0.03341891194426075, 0.00014144456894433683, 0.32182972489011885
YGR280C, True, 137, 0.02378556355358556, 0.001259673977706839, 0.3297198132088059
YGL029W, True, 192, 0.041025512159299046, 0.0010697773048218653, 0.33130376494246455
YLR387C, False, 69, 0.018500597487843762, 0.0003287242460108178, 0.3029730281977932
YPL207W, True, 30, 0.0036445345339773416, 0.00040601102177028356, 0.29469343138229154
YOR389W, False, 11, 5.1141134270053486e-06, 0.0005277666555243703, 0.24071593814684036
YLR003C, False, 142, 0.0312291090449155, 0.00017639317955241686, 0.3201446615567311
YNL224C, False, 181, 0.0406866923754078, 0.00022998584909247056, 0.3292804796802132
YOR021C, False, 29, 0.0015503058729698731, 0.00013087481672962334, 0.27952681685361486
YOR309C, False, 58, 0.012605612088635152, 3.7352654913859623e-06, 0.305690135037625
YKL143W, False, 205, 0.0446755220233888, 0.0012292625129392057, 0.3372377324159891
YBL028C, False, 160, 0.03519354426645204, 0.0005650143469477228, 0.3254142433885658
YGL111W, True, 202, 0.04475418240211113, 0.00014182575660493673, 0.33038101604278075
YOL010W, True, 204, 0.04416019416304764, 9.876930141682215e-05, 0.32769766285430135
YOL125W, False, 15, 0.000586843856768893, 0.00030454180192667467, 0.2675357481167396
YNL035C, False, 8, 0.0014608899878298476, 0.0001440972975119324, 0.27149134853062346
YNR015W, False, 15, 0.0005522558015652281, 0.00011965857229427584, 0.2777205469188987
YIL019W, True, 148, 0.033352496669555726, 0.0010291664340572803, 0.31610083675318446
YLR287C, False, 17, 0.0012617147069293032, 3.6692625508858455e-05, 0.27977734798811266
YOL144W, True, 65, 0.012310108761678044, 0.0002390868210985214, 0.3083441642838575
YLR073C, False, 3, 7.251870470633335e-06, 3.7560579890059673e-07, 0.23986896384372725
YER002W, False, 168, 0.03716724846328646, 9.545970173251987e-05, 0.3261120580634519
YBL081W, False, 13, 9.610580606465878e-05, 0.00010362851077983624, 0.27894835857398176
YBL014C, True, 23, 0.0012508979957150648, 2.851544520582586e-05, 0.29005281690140844
YBR141C, False, 28, 0.0021713689502258346, 3.262951738417888e-05, 0.2777985948477752
YHR088W, True, 236, 0.04874350188099248, 0.00032680193822851673, 0.3364915465789175
YHR085W, True, 191, 0.04288538194883611, 0.00023617848678665209, 0.3267948647308392
YCL001W-B, False, 12, 0.000455583581420735, 0.000547719408793844, 0.28416059793024145
YCR016W, False, 56, 0.008410931744669269, 0.0004359929420452893, 0.2972485340550293
YLR435W, False, 150, 0.03050024508883456, 0.00010171126708615697, 0.3200410101446147
YGR128C, True, 214, 0.043653233844193166, 0.000401022291605558, 0.3319899244332494
YPL166W, False, 33, 1.0743169672681153e-05, 7.211587139778214e-06, 0.28345440642324604
YOR200W, False, 7, 8.242170862425071e-05, 1.2544271694333312e-05, 0.25573473611590203
YJR100C, False, 3, 2.7400887199057305e-05, 5.400902751450251e-05, 0.23638899960143483
YOR291W, False, 10, 5.4975187958627725e-06, 0.00021998330846684894, 0.2843104357413355
YOR104W, False, 11, 0.0003002724822539866, 0.00012112859662162992, 0.2887958319131324
YOR105W, False, 12, 6.02925296886536e-07, 6.597334119598379e-05, 0.2274330853593067
YLR431C, False, 32, 1.0287745367197574e-05, 7.024071074754483e-06, 0.28354926614715303
YMR189W, False, 32, 0.0003542003365528746, 0.00027043231181865204, 0.31327910416226495
YGL183C, False, 32, 1.4733501813340133e-05, 0.00013634154381239374, 0.27633602012766156
YJL167W, True, 34, 5.0365682008091384e-06, 0.00039649768244425724, 0.28515794028559066
YPL137C, True, 4, 2.504367968470521e-06, 3.8967092545145404e-05, 0.26900399129172714
YOR049C, False, 5, 4.720988554923975e-07, 5.2456430763973754e-05, 0.24258660885925803
YJL042W, False, 3, 3.739860775847569e-06, 6.603062177025215e-05, 0.2633892885691447
YOR301W, False, 22, 3.902662141102324e-06, 0.00039609723911438724, 0.2682981995838234
YIL047C, False, 5, 7.988473298553575e-07, 1.2355829723107527e-07, 0.24367296631059984
YMR212C, True, 7, 2.7490732654199572e-06, 5.8228426944966676e-06, 0.25584505219566905
YML052W, False, 9, 6.235692093542686e-06, 8.860068684976081e-05, 0.2773439326630816
YER029C, False, 109, 0.0031127091984780387, 0.0005286643691911453, 0.32172497965825875
YOR022C, False, 12, 9.846335815408455e-06, 0.0002013134182081371, 0.2828595955742083
YGR198W, True, 7, 8.449842899305268e-07, 7.0790236028632004e-06, 0.2505174234424498
YOL002C, False, 3, 1.279965102027074e-06, 2.7262924748574466e-05, 0.257421875
YNL321W, False, 16, 1.971215590192145e-06, 0.00025069744577393613, 0.26201625728927375
YGL248W, False, 29, 0.0001726974244375568, 0.00013249342446664588, 0.2957514710282238
YDR011W, False, 23, 1.8977166775024554e-05, 0.0006142040928976422, 0.2854049372022521
YHR096C, False, 30, 9.560443864468099e-06, 0.00040320501562337094, 0.2947520127223934
YCR075C, False, 6, 1.1472613307564186e-06, 0.00012253163324964082, 0.2411857996828108
YJL079C, False, 2, 4.807860940906959e-08, 9.233920896364679e-05, 0.2195446973903387
YGR197C, False, 5, 5.1097353703482794e-08, 6.362271844912495e-05, 0.22765132614286263
YLR309C, False, 12, 3.3054215129111134e-06, 6.31546079579415e-05, 0.2632723721590909
YGR060W, True, 35, 6.076821373527527e-06, 0.0005202480461657142, 0.28675724024561233
YJL099W, False, 12, 7.41877319700156e-06, 2.077285333640664e-05, 0.2626079256143458
YJR093C, True, 52, 0.0003273813269396967, 0.0012660138989841147, 0.30719428186668046
YCR028C-A, False, 6, 4.086447198458515e-05, 3.880424035040393e-05, 0.2660357046739033
YOR179C, False, 24, 8.262712254997945e-05, 2.451823297531458e-05, 0.28367132198201644
YLR277C, True, 51, 0.00048113638816458973, 0.00010195770176488325, 0.30668597135322406
YMR117C, True, 29, 9.27836498916557e-06, 4.3696939959993734e-05, 0.2694316994503248
YPR107C, True, 49, 0.0002623562454266517, 0.00012064203822168995, 0.3023089861868597
YNL042W, False, 5, 1.1771732038373981e-07, 0.0003672472634664162, 0.234621622690771
YCL011C, False, 13, 0.0003345164851799685, 0.00017770343194313366, 0.28543240771933204
YPR171W, False, 8, 6.093503190146283e-06, 4.992091606959995e-05, 0.26493054004556216
YIL056W, False, 3, 1.9685390218520338e-08, 0.0, 0.19225283630470016
YAL028W, False, 3, 5.452604732177526e-06, 5.01493303418192e-06, 0.26330743618201996
YLR187W, False, 3, 9.522203806621713e-09, 3.0034863654392024e-06, 0.19456746383229997
YGR130C, False, 8, 7.197817571129742e-07, 8.49432186860007e-05, 0.2571986123156982
YDL128W, False, 14, 7.575562495780777e-06, 5.064409476757841e-05, 0.27683905899925315
YKR104W, False, 5, 8.612390626207399e-05, 8.09531799373358e-05, 0.2507398325864547
YOR324C, False, 5, 1.4308754080060598e-06, 1.3041039716898188e-07, 0.25226489728212326
YAR031W, False, 4, 5.766020568059783e-08, 8.176343643988648e-06, 0.21788325190110577
YCR067C, False, 14, 2.0092258969826882e-05, 1.3415172818085722e-05, 0.27926358414163294
YKL159C, False, 13, 6.838927403690556e-06, 0.00010024864146205298, 0.27905335466265174
YOR220W, False, 12, 3.6685015384193092e-06, 0.00017993451513551048, 0.27655506854425066
YKR103W, False, 4, 8.609529886293469e-05, 5.88037124762227e-05, 0.2507080356765439
YLR373C, False, 3, 1.5956461651036083e-06, 2.0892001218342612e-05, 0.2549542191462838
YNL144C, False, 9, 1.963214911139803e-06, 0.00028319776719996627, 0.25444015444015444
YDR281C, False, 7, 3.4544252751192265e-06, 0.0, 0.2436829779366449
YGR071C, False, 6, 2.4858493181089746e-06, 5.608555569699313e-05, 0.250835271727638
YLR007W, True, 16, 3.937388154231152e-05, 9.85103434703328e-06, 0.2813834329632792
YGL051W, False, 4, 1.5678886150098319e-06, 0.0003714271539752719, 0.24924357034795763
YLR018C, False, 38, 0.0006810151977007092, 0.00011493209234160202, 0.2945178269937432
YAR014C, False, 20, 2.810012531452846e-05, 8.502774668456647e-05, 0.29977255496588323
YPL253C, False, 8, 3.307145247681124e-06, 3.9481946774278057e-07, 0.2565200467107824
YMR163C, False, 18, 5.845331399316498e-06, 0.00012667130537331628, 0.2761173184357542
YGR032W, False, 28, 2.1199495003983737e-05, 0.000536453420760451, 0.30298850574712644
YLR246W, False, 10, 5.028275699890757e-06, 1.9999129724218248e-05, 0.2724391364262747
YOR351C, False, 14, 6.451823419737742e-06, 9.560716783449181e-06, 0.2716903344021988
YPL147W, False, 32, 8.876525740828415e-06, 0.0001782252398228312, 0.2857074040175346
YIL169C, False, 9, 2.5756652272449574e-07, 0.000625785540273446, 0.23342122869849266
YOL155C, False, 10, 3.057701957216915e-05, 0.0012915604817058351, 0.27969818439047395
YNL166C, False, 15, 3.847416979369678e-06, 2.874053571219682e-06, 0.2634594882729211
YDL112W, False, 28, 0.0017327718052466603, 5.6338651143632355e-05, 0.2867156530987141
YER149C, False, 16, 2.1542076268790198e-05, 5.740917722039637e-05, 0.29338148001582903
YER105C, False, 45, 0.0002936759421917956, 0.0004801225730213184, 0.29693601682186843
YLR356W, False, 17, 2.3316307929022906e-05, 0.00010872286173354931, 0.2820525014266692
YLR286C, False, 26, 6.4798756049162444e-06, 0.0013837731336198704, 0.2791847109772171
YIL138C, False, 33, 5.5855615151926495e-05, 9.168361686377768e-05, 0.3053596251866344
YGR080W, False, 18, 2.5688276376823298e-05, 4.5369618098901894e-05, 0.292253868138366
YIL097W, False, 14, 3.7066936788751487e-06, 0.0001219489905600816, 0.2607950048368657
YHR022C, False, 4, 2.775518931696668e-06, 8.523453156911657e-05, 0.24631421570663234
YER157W, True, 45, 2.4418292521112387e-05, 0.00025095403454881727, 0.295236198914829
YMR306W, False, 8, 2.151772457252202e-06, 2.3083237613362057e-05, 0.27222655712121907
YOR365C, False, 8, 5.102988746574838e-06, 2.427069360708976e-05, 0.23996601391810973
YLR016C, False, 68, 0.0008849962795182514, 0.00016404801151573777, 0.30318985788774155
YMR153W, False, 40, 0.00024202509922192057, 2.8011065509510865e-05, 0.2878008540372671
YPR176C, True, 21, 2.3993847898985112e-05, 0.00018190371978717493, 0.2948692453017799
YKL018W, True, 45, 0.00015050553482916955, 0.0006050943422342088, 0.31214146623861905
YDL090C, False, 18, 2.8167132070940386e-05, 0.0004344857680762475, 0.29431321953156014
YDR063W, False, 23, 0.0005552220474681478, 0.0005426008872865554, 0.3104747945348898
YLR170C, False, 18, 1.1383891482449485e-05, 1.278500122421486e-05, 0.27074774034511095
YPR138C, False, 10, 2.6046633295695035e-06, 0.0003786618732461928, 0.2660357046739033
YPR192W, False, 4, 2.3088059118655817e-08, 0.00015972525963184184, 0.22292802104867507
YHL017W, False, 4, 6.22953353883747e-06, 4.936432848823778e-06, 0.25904088050314467
YBR021W, False, 24, 3.016383867907536e-05, 0.0008747657816835151, 0.30094377917596915
YKL047W, False, 10, 4.086617358443118e-06, 3.609502392009557e-05, 0.2514840569877883
YCL034W, False, 8, 6.291570094238499e-06, 6.140624555627764e-06, 0.26266607617360493
YLR300W, False, 18, 3.991060373312214e-06, 0.0005912023277319603, 0.28254966414177507
YDR348C, False, 6, 5.109790290869206e-06, 0.0001655805567715644, 0.2491702726547074
YDR525W-A, False, 6, 4.6053687920361356e-06, 8.504652647405112e-05, 0.23453812084783296
YLR423C, True, 35, 1.0491872111866092e-05, 7.854848657482344e-05, 0.28927474028190997
YKR020W, False, 11, 4.779303624852125e-06, 7.588229443408654e-05, 0.2772272599794335
YBR148W, False, 12, 4.0875863097887496e-05, 0.00014077986425700833, 0.2633892885691447
YNL105W, False, 6, 1.146208885857688e-06, 0.00044232230631648887, 0.2350586556753329
YMR092C, False, 19, 2.65320757237656e-05, 0.0002459144515140629, 0.2960319440978288
YOL020W, False, 8, 1.0636878449357226e-05, 0.00011144262498067109, 0.2809302766199318
YGL155W, True, 8, 4.559617432963306e-06, 3.227030826521853e-05, 0.2782808614460658
YKR039W, False, 44, 0.00020872784666709944, 0.0023903847819291505, 0.31776051433163677
YLL053C, False, 6, 0.00019062863336356426, 0.0001981142938415674, 0.2617271965050086
YPR185W, True, 42, 3.4381432325523445e-05, 0.0002379291876451451, 0.3088740756171232
YOR223W, False, 11, 0.00012448819815726048, 0.0001012652708678122, 0.2728150873965041
YOR329C, True, 11, 9.114479261100476e-06, 3.6316566086816334e-05, 0.27232655310161163
YNL270C, False, 6, 3.33543995437532e-06, 1.2066143422073264e-05, 0.25677547839639797
YDR084C, False, 18, 1.841203825761082e-05, 0.00039047052946205533, 0.2852265076464365
YAL031C, False, 4, 1.3770566386468327e-05, 2.3116629250209695e-05, 0.26718623299396344
YKR023W, False, 8, 0.0008232193680376853, 2.611674546360506e-06, 0.27817644575770367
YOR138C, False, 2, 8.762331552660425e-06, 0.0, 0.262410406158747
YGR257C, False, 9, 1.1202842440678534e-05, 0.00037134532626624756, 0.26734279918864096
YAL034C, False, 3, 7.350646980141112e-05, 7.774250867913913e-06, 0.2629572156949679
YKR105C, False, 10, 7.975814789433562e-07, 0.0002741408850556097, 0.22429376394508943
YAL046C, False, 23, 2.2049884748462178e-05, 0.0002264600223762392, 0.27006966895860846
YLL063C, False, 6, 1.1857031765562826e-06, 0.00013975631046858652, 0.24113677020653765
YOR306C, False, 7, 1.5992662517210732e-06, 0.0001409473954608706, 0.25766791206881573
YDR235W, True, 42, 0.0002827114168887009, 8.283450678543188e-05, 0.28739642389882253
YOR023C, False, 30, 8.096399317682907e-05, 1.2694304329720901e-05, 0.2989415322580645
YHR134W, False, 15, 3.64913377847245e-05, 3.5940474600543854e-05, 0.2924412011242049
YBR188C, False, 32, 0.00014607068231148828, 5.189808956447083e-06, 0.2813834329632792
YDR088C, True, 67, 0.0012226124320070752, 0.0005625090716597763, 0.31765840072840235
YHR156C, False, 25, 0.00021754300935407735, 0.00021906471509473363, 0.2857900062641546
